N,GrafoMatrix,GrafoLista
128000,0.0003,0.0002,0.0003,0.0002,0.0002,0.0001,0.0001,0.0002,56451100000
129000,0.0002,0.0003,0.0005,0.0003,0.0002,0.0002,0.0001,0.0003,61690200000
130000,0.0003,0.0002,0.0004,0.0002,0.0002,0.0001,0.0001,0.0002,60463300000
131000,0.0002,0.0001,0.0004,0.0003,0.0001,0.0001,0.0001,0.0002,61565600000
132000,0.0002,0.0002,0.0003,0.0003,0.0001,0.0002,0.0002,0.0002,62617700000
133000,0.0003,0.0001,0.0005,0.0002,0.0001,0.0001,0.0001,0.0003,63213100000
134000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0002,59179500000
135000,0.0002,0.0002,0.0004,0.0002,0.0001,0.0001,0.0001,0.0002,62886200000
136000,0.0003,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0002,59819400000
137000,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,61450200000
138000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0002,0.0002,62384000000
139000,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0003,62062200000
140000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0001,0.0001,0.0003,66568800000
141000,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0001,0.0002,62045000000
142000,0.0002,0.0002,0.0003,0.0003,0.0002,0.0001,0.0001,0.0002,66907600000
143000,0.0001,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0003,63259200000
144000,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0002,0.0002,62792900000
145000,0.0002,0.0001,0.0004,0.0003,0,0.0001,0.0001,0.0002,70649000000
146000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0002,0.0002,67875100000
147000,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,67863900000
148000,0.0002,0.0001,0.0004,0.0003,0.0001,0.0001,0.0001,0.0002,70331700000
149000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0002,0.0002,68586900000
150000,0.0002,0.0001,0.0004,0.0002,0.0002,0.0001,0.0002,0.0003,79144500000
151000,0.0002,0.0002,0.0004,0.0002,0.0001,0.0002,0.0001,0.0002,72856100000
152000,0.0002,0.0002,0.0004,0.0002,0.0001,0.0001,0.0001,0.0002,66840700000
153000,0.0002,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,0.0002,69092700000
154000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0002,69176200000
155000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002,0.0001,0.0002,67748000000
156000,0.0002,0.0001,0.0003,0.0003,0.0001,0.0001,0.0001,0.0002,73677100000
157000,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0001,0.0002,71740400000
158000,0.0002,0.0002,0.0003,0.0003,0.0002,0.0001,0.0001,0.0003,71708500000
159000,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0001,0.0003,72195000000
160000,0.0002,0.0002,0.0003,0.0004,0.0001,0.0002,0.0001,0.0002,75572300000
161000,0.0002,0.0002,0.0004,0.0002,0,0.0001,0.0001,0.0002,71499200000
162000,0.0002,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,0.0003,73298300000
163000,0.0002,0.0002,0.0003,0.0003,0.0001,0.0002,0.0001,0.0002,77708900000
164000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0002,0.0002,74150500000
165000,0.0002,0.0002,0.0007,0.0002,0.0002,0.0001,0.0001,0.0003,77534000000
166000,0.0002,0.0002,0.0003,0.0003,0.0001,0.0002,0.0001,0.0002,77790500000
167000,0.0002,0.0002,0.0004,0.0002,0.0002,0.0001,0.0001,0.0002,83230000000
168000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002,0.0001,0.0002,77850000000
169000,0.0002,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,0.0002,79788700000
170000,0.0001,0.0002,0.0004,0.0004,0.0002,0.0002,0.0001,0.0002,84881000000
171000,0.0002,0.0001,0.0003,0.0002,0.0002,0.0001,0.0001,0.0002,91750100000
172000,0.0002,0.0001,0.0003,0.0003,0.0001,0.0001,0.0001,0.0002,85680100000
173000,0.0002,0.0001,0.0003,0.0003,0.0002,0.0002,0.0001,0.0002,85896300000
174000,0.0002,0.0002,0.0003,0.0003,0.0002,0.0001,0.0002,0.0002,89479600000
175000,0.0002,0.0001,0.0003,0.0003,0.0002,0.0001,0.0002,0.0002,90016300000
176000,0.0003,0.0001,0.0004,0.0002,0.0002,0.0001,0.0001,0.0002,87536300000
177000,0.0002,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,0.0002,89372600000
178000,0.0003,0.0004,0.0006,0.0004,0.0002,0.0002,0.0001,0.0003,100607800000
